name;streetAddress;postalCode;addressLocality;addressRegion;addressCountry;geo_latitude;geo_longitude;url
Imkerei Majas Schlaraffenland;Augustenweg 9;82140;Olching;Bayern;Deutschland;48.213716;11.349945;https://hofladen.info/hofladen/imkerei-majas-schlaraffenland
Hofladen Weixdorf;Pastor-Roller-Str. 42;01108;Dresden;Sachsen;Deutschland;51.151500;13.800414;https://hofladen.info/hofladen/hofladen-weixdorf
Hofladen Stackkamp;Stackkamp 1;28309;Bremen;Bremen;Deutschland;53.043940;8.905220;https://hofladen.info/hofladen/hofladen-stackkamp
Berbigs Hofladen ;Dorfstr. 7 ;6632;Balgstädt;Sachsen-Anhalt;Deutschland;51.206089;11.687547;https://hofladen.info/hofladen/berbigs-hofladen
Heidefelder Bio - SB Laden;An der Kuhtrift 1;52388;Nörvenich-Oberbolheim;Nordrhein-Westfalen;Deutschland;50.813880;6.656964;https://hofladen.info/hofladen/heidefelder-bio-sb-laden
Schloß Föhren;Hofstrasse 27;54343 ;Föhren;Rheinland-Pfalz;Deutschland;49.861210;6.766830;https://hofladen.info/hofladen/schlo%C3%9F-fohren
Biotopia ;Winkel 7 ;6456;Arnstein;Sachsen-Anhalt;Deutschland;51.683330;11.466660;https://hofladen.info/hofladen/biotopia
Lunetaler;Taben 3;27616;Beverstedt;Niedersachsen;Deutschland;53.429570;8.846350;https://hofladen.info/hofladen/lunetaler
Dexter Hof Tammert;Feldstraße 34;17498;Hinrichshagen;Mecklenburg-Vorpommern;Deutschland;54.078475;13.321329;https://hofladen.info/hofladen/dexter-hof-tammert
Wild- und Wurstdelikatessen aus Franken;An der Steige 7;97892;Kreuzwertheim;Bayern;Deutschland;49.768010;9.517100;https://hofladen.info/hofladen/wild-und-wurstdelikatessen-aus-franken
 Bubenorbiser Dorfladen;Dorfmitte 7;74535;Mainhardt;Baden-Württemberg;Deutschland;49.084710;9.612530;https://hofladen.info/hofladen/bubenorbiser-dorfladen
Bienes Hofladen;Waldstraße 9;9557;Flöha;Sachsen;Deutschland;50.846950;13.064540;https://hofladen.info/hofladen/bienes-hofladen
Biolandhof Reimer;Flurstr. 6;74405;Gaildorf;Baden-Württemberg;Deutschland;48.967658;9.751485;https://hofladen.info/hofladen/biolandhof-reimer
Hof Sallach;Partschefeld 15;7407;Uhlstädt-Kirchhasel;Thüringen;Deutschland;50.755390;11.439150;https://hofladen.info/hofladen/hof-sallach
Mosterei Klimmek;Parkweg 4;16278;Angermünde;Brandenburg;Deutschland;53.004639;13.968545;https://hofladen.info/hofladen/mosterei-klimmek
Gut Bergfeld;Am Hof 1 Gut Bergfeld;17237;Bergfeld;Mecklenburg-Vorpommern;Deutschland;53.352550;13.279970;https://hofladen.info/hofladen/gut-bergfeld
Imkerei Franz Pfluger;Unterschönegg 12;87727;Babenhausen;Bayern;Deutschland;48.160857;10.221612;https://hofladen.info/hofladen/imkerei-franz-pfluger
Obstproduktion Höhnstedt ;Langenbogener Str. 18 ;6198;Salzatal;Sachsen-Anhalt;Deutschland;51.500630;11.748040;https://hofladen.info/hofladen/obstproduktion-hohnstedt
Heumis Hof;Iglinger Straße 48;86857;Hurlach;Bayern;Deutschland;48.110640;10.816780;https://hofladen.info/hofladen/heumis-hof
Der Hofladen;Dorfstr.10;74423;Obersontheim;Baden-Württemberg;Deutschland;49.041358;9.861959;https://hofladen.info/hofladen/der-hofladen
Kuhnweiler Hof Laden;Kuhnweiler 3;71577;Großerlach;Baden-Württemberg;Deutschland;49.073729;9.502219;https://hofladen.info/hofladen/kuhnweiler-hof-laden
Weide-Eier Pflugfelder;Im Kornfeld 13;71696;Möglingen;Baden-Württemberg;Deutschland;48.869190;9.126750;https://hofladen.info/hofladen/weide-eier-pflugfelder
Ziegenhof Ensmad;Ensmad 2;88515;Langenenslingen;Baden-Württemberg;Deutschland;48.193560;9.343640;https://hofladen.info/hofladen/ziegenhof-ensmad
Breitenwegerhof;Endingerstraße 55;79356;Eichstetten;Baden-Württemberg;Deutschland;48.101980;7.731060;https://hofladen.info/hofladen/breitenwegerhof
Gut Rosengarten;Rosengarten 9A;18574;Garz;Mecklenburg-Vorpommern;Deutschland;54.307480;13.382400;https://hofladen.info/hofladen/gut-rosengarten
Forellenparadies Weinberger;Frohnfalls 51;74535;Mainhardt;Baden-Württemberg;Deutschland;49.126214;9.552006;https://hofladen.info/hofladen/forellenparadies-weinberger
Hof Mahlitzsch;Mahlitzsch 1;1683;Nossen;Sachsen;Deutschland;51.078262;13.367106;https://hofladen.info/hofladen/hof-mahlitzsch
Alte Büdnerei Kühlungsborn;Doberaner Landweg 8;18225;Kühlungsborn;Mecklenburg-Vorpommern;Deutschland;54.131320;11.772550;https://hofladen.info/hofladen/alte-budnerei-kuhlungsborn
Heitlinger Geflügelhof;Im Zitterich 8;75031;Eppingen - Rohrbach;Baden-Württemberg;Deutschland;49.130372;8.854335;https://hofladen.info/hofladen/heitlinger-geflugelhof
Garlipp-Spargel ;Schelldorfer Dorfstr. 43 ;39517;Tangerhütte;Sachsen-Anhalt;Deutschland;52.474140;11.980210;https://hofladen.info/hofladen/garlipp-spargel
Röpers Hof;Am Kirchweg 6;27383;Scheeßel;Niedersachsen;Deutschland;53.128750;9.464550;https://hofladen.info/hofladen/ropers-hof
Schöngarten;Schöngartenstrasse, 16;88131;Lindau;Bayern;Deutschland;47.561410;9.687040;https://hofladen.info/hofladen/schongarten
Heimatladen Niederrhein;Jakob-Funke-Str. 1;45127;Essen;Nordrhein-Westfalen;Deutschland;51.460945;7.004834;https://hofladen.info/hofladen/heimatladen-niederrhein
Nöhrenhof;Im Jägerwinkel 2;31275;Lehrte;Niedersachsen;Deutschland;52.369990;9.984920;https://hofladen.info/hofladen/nohrenhof
AschauTeiche;Aschauteiche 1;29348;Eschede;Niedersachsen;Deutschland;52.751234;10.265268;https://hofladen.info/hofladen/aschauteiche
Biohof Jockel;Rabenstein 5;36396;Steinau an der Straße;Hessen;Deutschland;50.377210;9.375790;https://hofladen.info/hofladen/biohof-jockel
Heger‘s Hofladen;;;;;;;;https://hofladen.info/hofladen/heger%E2%80%98s-hofladen
"Obst-& Gemüsehof  ""Teltower Rübchen"" Beate & Axel Szilleweit";Ruhlsdorfer Str. 87 A Ecke Schenkendorfer Weg;14513;Teltow;Brandenburg;Deutschland;52.388448;13.264086;https://hofladen.info/hofladen/obst-gemusehof-teltower-rubchen-beate-axel-szilleweit
Stellshagen&Meer;Ostseeallee 110;23946;Boltenhagen;Mecklenburg-Vorpommern;Deutschland;53.979320;11.233260;https://hofladen.info/hofladen/stellshagen-meer
Uwe Wendt;Königsbrücker StR.69 69;01917;Kamenz;Sachsen;Deutschland;51.275098;14.079914;https://hofladen.info/hofladen/uwe-wendt
Ziegenhof Gülzer Geißen;Am Gülzer Wald 10;19273;Teldau;Mecklenburg-Vorpommern;Deutschland;53.353970;10.810670;https://hofladen.info/hofladen/ziegenhof-gulzer-gei%C3%9Fen
Erlebnis-Bauernhof Kliewe;Mursewiek 1;18569;Ummanz;Mecklenburg-Vorpommern;Deutschland;54.447990;13.184650;https://hofladen.info/hofladen/erlebnis-bauernhof-kliewe
Straussenfarm Hegau-Bodensee;Airach 3 ;78333;Stockach;Baden-Württemberg;Deutschland;47.845420;9.037100;https://hofladen.info/hofladen/straussenfarm-hegau-bodensee
Hofladen Falkensee;Dallgower Straße 1;14624;Dallgow-Döberitz;Brandenburg;Deutschland;52.544070;13.091080;https://hofladen.info/hofladen/hofladen-falkensee
Waldhof Bruchmühle;Bruchmühle 1;17213;Fünfseen;Mecklenburg-Vorpommern;Deutschland;53.440210;12.389040;https://hofladen.info/hofladen/waldhof-bruchmuhle
Ziegenhof Gülzer Geißen auf dem Wochenmakt in Dannenberg;Am Markt Wochenmarktplatz;29451 ;Dannenberg;Niedersachsen;Deutschland;53.098800;11.095990;https://hofladen.info/hofladen/ziegenhof-gulzer-gei%C3%9Fen-auf-dem-wochenmakt-in-dannenberg
Loth Hof Laden;Biberweg 1;82541;Münsing;Bayern;Deutschland;47.904050;11.376010;https://hofladen.info/hofladen/loth-hof-laden
Bredemeier Bauernlädchen;Borsteler Strasse 1 ;31749;Auetal;Niedersachsen;Deutschland;52.231840;9.184670;https://hofladen.info/hofladen/bredemeier-bauernladchen
Weingut Borth;Unterheimbacher Str. 35;74626;Bretzfeld;Baden-Württemberg;Deutschland;49.163680;9.451323;https://hofladen.info/hofladen/weingut-borth
Bauers Hofladen;Klotzscher Straße 30;1465;Langebrück;Sachsen;Deutschland;51.132195;13.838638;https://hofladen.info/hofladen/bauers-hofladen
Frischmilchautomat im Edeka Groth;Kühlhausberg 7;17235;Neustrelitz;Mecklenburg-Vorpommern;Deutschland;53.347520;13.079745;https://hofladen.info/hofladen/frischmilchautomat-im-edeka-groth
Hofladen Meßthaler Obererlbach;Juchhöhweg 15 Meßthaler;91729;Haundorf;Bayern;Deutschland;49.183889;10.823988;https://hofladen.info/hofladen/hofladen-me%C3%9Fthaler-obererlbach
Naturhof Vogtland;Weststraße 51;08485;Lengenfeld;Sachsen;Deutschland;50.566020;12.341018;https://hofladen.info/hofladen/naturhof-vogtland
Hofladen Austermann;Neuwarendorf 24;48231;Warendorf;Nordrhein-Westfalen;Deutschland;51.958720;7.948890;https://hofladen.info/hofladen/hofladen-austermann
Forellenzucht Hoch-Spessart;;97840;Erlenfurt;Bayern;Deutschland;49.945600;9.478170;https://hofladen.info/hofladen/forellenzucht-hoch-spessart
Erdbeer & Spargelland Lienau;Dorfstr. 21;29336;Nienhagen;Niedersachsen;Deutschland;52.552992;10.111944;https://hofladen.info/hofladen/erdbeer-spargelland-lienau
Frischmilchautomat Van der Ham;Feldstraße 2;17207;Bollewick;Mecklenburg-Vorpommern;Deutschland;53.358670;12.582100;https://hofladen.info/hofladen/frischmilchautomat-van-der-ham
Gabis Gemüsestodl;Großreuther Straße 103;90425 ;Nürnberg;Bayern;Deutschland;49.474988;11.084336;https://hofladen.info/hofladen/gabis-gemusestodl
Hofmetzgerei Müller;An der Zeiße 16;86695;Nordendorf;Bayern;Deutschland;48.584372;10.822757;https://hofladen.info/hofladen/hofmetzgerei-muller
Agrarprodukte Struppen GmbH;Hohe Strasse 8;01796 ;Struppen;Sachsen;Deutschland;50.933066;14.017377;https://hofladen.info/hofladen/agrarprodukte-struppen-gmbh
Jahnkes Ziegenkäse;See-Ender-Str. 6 ;24966;Sörup;Schleswig-Holstein;Deutschland;54.705650;9.634700;https://hofladen.info/hofladen/jahnkes-ziegenkase
Westerhäuser Käsehof;Unter dem Mühlenberg 410;6502;Thale;Sachsen-Anhalt;Deutschland;51.802320;11.049960;https://hofladen.info/hofladen/westerhauser-kasehof
Düsselauenhonig Jeremias Bruker;Unter den Eichen 31;40625;Düsseldorf;Nordrhein-Westfalen;Deutschland;51.232923;6.857636;https://hofladen.info/hofladen/dusselauenhonig-jeremias-bruker
Blumenstock;Eichwasen 1;74599;Wallhausen - Roßbürg;Baden-Württemberg;Deutschland;49.231591;10.083663;https://hofladen.info/hofladen/blumenstock
Bergkäserei Bierssenhof;Wienackerstraße 25;33184;Altenbeken;Nordrhein-Westfalen;Deutschland;51.755400;8.936430;https://hofladen.info/hofladen/bergkaserei-bierssenhof
Schafscheune Vietschow;Ringstraße 28;17168;Vietschow;Mecklenburg-Vorpommern;Deutschland;53.904170;12.539860;https://hofladen.info/hofladen/schafscheune-vietschow
Bauernladen am Kirschberg;Bortewitzer Straße 2 b;4774;Dahlen;Sachsen;Deutschland;51.366420;12.991930;https://hofladen.info/hofladen/bauernladen-am-kirschberg
Zeiselbacherhof;Hirschhornring 53;67435;Neustadt an der Weinstraße;Rheinland-Pfalz;Deutschland;49.387550;8.157910;https://hofladen.info/hofladen/zeiselbacherhof
Direktvermarktung Siegfried Hoffmann;Im Dorfe 26a;99441;Kiliansroda;Thüringen;Deutschland;50.916020;11.371220;https://hofladen.info/hofladen/direktvermarktung-siegfried-hoffmann
Hof Voigts;Große Straße 81;27313;Dörverden;Niedersachsen;Deutschland;52.853316;9.236074;https://hofladen.info/hofladen/hof-voigts
Imker Marchel Reetz;Henkinshainer Weg 24;17268;Templin;Brandenburg;Deutschland;53.156978;13.626995;https://hofladen.info/hofladen/imker-marchel-reetz
Der Blaue Schrank ;Bahnhofstr. 46;99830;Falken;Thüringen;Deutschland;51.114486;10.261551;https://hofladen.info/hofladen/der-blaue-schrank
Geflügelfarm Welbsleben ;Hauptstr. 21 ;6333;Welbsleben;Sachsen-Anhalt;Deutschland;51.716758;11.400070;https://hofladen.info/hofladen/geflugelfarm-welbsleben
Reimehof - Der Ziegenhof in der Hersbrucker Alb;Wallsdorf 1;91241;Kirchensittenbach;Bayern;Deutschland;49.604500;11.440950;https://hofladen.info/hofladen/reimehof-der-ziegenhof-in-der-hersbrucker-alb
Talhof Usingen;Talhof;61250;Usingen;Hessen;Deutschland;50.356060;8.561500;https://hofladen.info/hofladen/talhof-usingen
Mecklenburger Frische;Neubaustr. 11;18276;Gülzow-Prüzen;Mecklenburg-Vorpommern;Deutschland;53.738360;12.009576;https://hofladen.info/hofladen/mecklenburger-frische
Hof große Beilage;Auf der Beilage 2;49632;Essen (Oldenburg);Niedersachsen;Deutschland;52.708340;7.956270;https://hofladen.info/hofladen/hof-gro%C3%9Fe-beilage
Frischehof Döpke;Friesoyther Str. 1;49681;Garrel;Niedersachsen;Deutschland;52.885329;8.015192;https://hofladen.info/hofladen/frischehof-dopke
Demeterhof Breit;Hinter der Breit;54516;Wittlich;Rheinland-Pfalz;Deutschland;49.968200;6.857930;https://hofladen.info/hofladen/demeterhof-breit
Siemers Hofladen;Böttcherei 10;28844;Weyhe;Niedersachsen;Deutschland;52.985784;8.827134;https://hofladen.info/hofladen/siemers-hofladen
Hof Tangsehl;Tangsehl 2;21369;Nahrendorf;Niedersachsen;Deutschland;53.175030;10.880750;https://hofladen.info/hofladen/hof-tangsehl
Hof Steinrausch;Zamescheid 12;54595;Wascheid bei Prüm;Rheinland-Pfalz;Deutschland;50.254340;6.412520;https://hofladen.info/hofladen/hof-steinrausch
Laakenhof;Ennigerstrasse 41;59269;Beckum;Nordrhein-Westfalen;Deutschland;51.805750;7.997690;https://hofladen.info/hofladen/laakenhof
Hof EmsAuen;Im Brook 5;26899;Rhede;Niedersachsen;Deutschland;53.073500;7.302710;https://hofladen.info/hofladen/hof-emsauen
Büffelhof Steinwand;Schalmenhagweg 4;72172;Sulz-Dürrenmettstetten;Baden-Württemberg;Deutschland;48.386010;8.577660;https://hofladen.info/hofladen/buffelhof-steinwand
Ziegenhof Zickzack;Max-Planckstr. 25;53881;Euskirchen;Nordrhein-Westfalen;Deutschland;50.608057;6.845559;https://hofladen.info/hofladen/ziegenhof-zickzack
Spargelhof Janßen;Maasstraße ;47608;Geldern;Nordrhein-Westfalen;Deutschland;51.491546;6.228114;https://hofladen.info/hofladen/spargelhof-jan%C3%9Fen
Klostergut auf dem  Markt;Westfalenplatz 13 Ostreihe auf dem Freitagsmarkt;38108;Braunschweig;Niedersachsen;Deutschland;52.290520;10.556140;https://hofladen.info/hofladen/klostergut-auf-dem-markt
Imker Thomas Kalb;Neuer Friedhofweg 14;69151;Neckargemünd;Baden-Württemberg;Deutschland;49.376580;8.771310;https://hofladen.info/hofladen/imker-thomas-kalb
Hof Prangendorf;Siedlungsweg 4;18195;Cammin;Mecklenburg-Vorpommern;Deutschland;54.007930;12.389520;https://hofladen.info/hofladen/hof-prangendorf
Spargelhof Strampe;Lüneburger Landstr. 1 a;21398;Neetze;Niedersachsen;Deutschland;53.264790;10.623445;https://hofladen.info/hofladen/spargelhof-strampe
NLB-Quellmalz;Papitzer Straße 81;04435;Schkeuditz;Sachsen;Deutschland;51.397942;12.248139;https://hofladen.info/hofladen/nlb-quellmalz
Baumbachhof;Baumbachweg 9;75438;Kleinvillars;Baden-Württemberg;Deutschland;48.998660;8.747750;https://hofladen.info/hofladen/baumbachhof
Maries Ziegen- und Schafhof;Büdinger Straße 10;66663;Merzig-Silwingen;Saarland;Deutschland;49.424450;6.569630;https://hofladen.info/hofladen/maries-ziegen-und-schafhof
Werner Brosi;Im Kornfeld 5;71696;Möglingen;Baden-Württemberg;Deutschland;48.863420;9.138290;https://hofladen.info/hofladen/werner-brosi
Straupitzer Mühlenshop;Laasower Str.11a;15913;Straupitz;Brandenburg;Deutschland;51.915871;14.127036;https://hofladen.info/hofladen/straupitzer-muhlenshop
Hof Nuttelmann;Sarninghausen 3;31595;Steyerberg;Niedersachsen;Deutschland;52.569350;8.997290;https://hofladen.info/hofladen/hof-nuttelmann
Senn´s Hoflädele;Lausheim 14;88356;Ostrach;Baden-Württemberg;Deutschland;47.965314;9.309057;https://hofladen.info/hofladen/senn%C2%B4s-hofladele
Hallertauer Ziegenhof;Nandlstädterstr. 37;84104;Tegernbach;Bayern;Deutschland;48.565070;11.810220;https://hofladen.info/hofladen/hallertauer-ziegenhof
Bernhard Kerkmann;Endelner Weg 205;46286;Dorsten;Nordrhein-Westfalen;Deutschland;51.751410;6.971030;https://hofladen.info/hofladen/bernhard-kerkmann
Spargelhof Thiermann;Scharringhausen 23;27245;Kirchdorf;Niedersachsen;Deutschland;52.588828;8.805433;https://hofladen.info/hofladen/spargelhof-thiermann
Spargelhof Kisters;Kevelaerer Str. 6;47608;Geldern;Nordrhein-Westfalen;Deutschland;51.498682;6.243799;https://hofladen.info/hofladen/spargelhof-kisters
Sonnengut Gerster;Dietrichsroda 16;6632;Balgstädt;Sachsen-Anhalt;Deutschland;51.175750;11.622670;https://hofladen.info/hofladen/sonnengut-gerster
Nußlocher Ziegenkäsehof;;69226;Nußloch;Baden-Württemberg;Deutschland;49.317460;8.703350;https://hofladen.info/hofladen/nu%C3%9Flocher-ziegenkasehof
Geflügelhof Stutz e.K.;Bibersstr. 17;74523;Schwäbisch Hall;Baden-Württemberg;Deutschland;49.079810;9.688520;https://hofladen.info/hofladen/geflugelhof-stutz-e-k
Hofladen Früchtenicht;Völkerser Landstraße 45;27299;Langwedel;Niedersachsen;Deutschland;53.003907;9.231112;https://hofladen.info/hofladen/hofladen-fruchtenicht
Schmidt´s Most Besen;Eckarrot 3;74586;Frankenhardt;Baden-Württemberg;Deutschland;49.053260;10.064160;https://hofladen.info/hofladen/schmidt%C2%B4s-most-besen
Langenburger Schafkäserei;Breberweg 2;74595;Langenburg;Baden-Württemberg;Deutschland;49.241670;9.861280;https://hofladen.info/hofladen/langenburger-schafkaserei
Völkleswaldhof;Völkleswaldweg 5;74420;Oberrot;Baden-Württemberg;Deutschland;49.006810;9.695280;https://hofladen.info/hofladen/volkleswaldhof
Spargelhof Santelmann;Burgstr. 20;29342;Wienhausen;Niedersachsen;Deutschland;52.576847;10.281899;https://hofladen.info/hofladen/spargelhof-santelmann
Claus-Dieter Wejlupek;Blumenlage 32;29683;Bad Fallingbostel;Niedersachsen;Deutschland;52.878520;9.702839;https://hofladen.info/hofladen/claus-dieter-wejlupek
Syringhof;Trebbiner Straße 69f;14547;Beelitz;Brandenburg;Deutschland;52.215990;13.060020;https://hofladen.info/hofladen/syringhof
Kornblume;Regenbacher Weg 5;74653;Künzelsau - Laßbach;Baden-Württemberg;Deutschland;49.265390;9.810030;https://hofladen.info/hofladen/kornblume
Erdhof Seewalde;Seewalde 2;17255;Wustrow;Mecklenburg-Vorpommern;Deutschland;53.226200;12.932600;https://hofladen.info/hofladen/erdhof-seewalde
Gut Wulksfelde;Wulksfelder Damm 15-17;22889;Tangstedt;Niedersachsen;Deutschland;53.717814;10.111642;https://hofladen.info/hofladen/gut-wulksfelde
Hirschles Biohof;Schönewaldstraße 4;34326;Morschen;Hessen;Deutschland;51.084343;9.632499;https://hofladen.info/hofladen/hirschles-biohof
Spargelhof Elsholz;Bahnhofsweg 2a;14547;Beelitz;Brandenburg;Deutschland;52.204491;12.952337;https://hofladen.info/hofladen/spargelhof-elsholz
Gut Pesterwitz;An der Winzerei 1b;1705;Freital ;Sachsen;Deutschland;51.027130;13.651151;https://hofladen.info/hofladen/gut-pesterwitz
